,loss,f1_score1,val_loss,val_f1_score1,lr
23,0.00629284605383873,0.7878120541572571,0.01900196447968483,0.6551399230957031,1.0000001111620804e-06
24,0.006289046257734299,0.7879185080528259,0.015992410480976105,0.6685659885406494,9.999999974752427e-07
25,0.006285472773015499,0.7879388332366943,,0.6836394667625427,9.999999974752427e-07
26,0.006282259710133076,0.7879929542541504,0.03241562098264694,0.7007021307945251,9.999999974752427e-07
27,0.0062789395451545715,0.7881980538368225,,0.6939539909362793,9.999999974752427e-07
28,0.006275045685470104,0.7882102131843567,0.015440779738128185,0.7126738429069519,9.999999974752427e-07
29,0.0062718745321035385,0.7883445620536804,0.01323875691741705,0.7202670574188232,9.999999974752427e-07
30,0.006268814206123352,0.7883465886116028,0.013494709506630898,0.7095732092857361,9.999999974752427e-07
31,0.006265693809837103,0.7884345650672913,0.02101260982453823,0.6490455269813538,9.999999974752427e-07
32,0.006262525450438261,0.7884917855262756,,0.7412154674530029,9.999999974752427e-07
33,0.006259104236960411,0.7881329655647278,,0.69821697473526,9.999999974752427e-07
34,0.00625641131773591,0.7885946035385132,0.01597617194056511,0.694674551486969,9.999999974752427e-07
35,0.0062535530887544155,0.7886714935302734,,0.7179611325263977,9.999999974752427e-07
36,0.006250509526580572,0.788716733455658,0.022316737100481987,0.7349870204925537,9.999999974752427e-07
37,0.006247532553970814,0.7887716293334961,,0.677702009677887,9.999999974752427e-07
38,0.0062447055242955685,0.7888749241828918,0.01515127718448639,0.7124131917953491,9.999999974752427e-07
39,0.0062418351881206036,0.7889478802680969,,0.6910200119018555,9.999999974752427e-07
40,0.006239172071218491,0.7889763712882996,0.02178957127034664,0.7309092879295349,9.999999974752427e-07
41,0.006236817222088575,0.7894803285598755,0.013020704500377178,0.7344306707382202,9.999999974752427e-07
42,0.006234091240912676,0.7891086339950562,,0.6203958988189697,9.999999974752427e-07
43,0.006231257226318121,0.7891446948051453,0.038814645260572433,0.5344347357749939,9.999999974752427e-07
44,0.006228697951883078,0.7896089553833008,,0.667485773563385,9.999999974752427e-07
45,0.006225920747965574,0.7896203398704529,0.01631454937160015,0.7300411462783813,9.999999974752427e-07
46,0.0062232366763055325,0.7897129654884338,0.02017829939723015,0.6511991620063782,9.999999974752427e-07
47,0.006220703013241291,0.7898445129394531,,0.711859405040741,9.999999974752427e-07
48,0.0062181646935641766,0.7900071740150452,,0.7349812388420105,9.999999974752427e-07
49,0.006215503439307213,0.7899970412254333,,0.7234687805175781,9.999999974752427e-07
50,0.006213313899934292,0.7900829911231995,,0.7344738841056824,9.999999974752427e-07
51,0.006210291758179665,0.7901729345321655,0.015189473517239094,0.7075916528701782,9.999999974752427e-07
52,0.006208021193742752,0.7901431322097778,,0.7513002753257751,9.999999974752427e-07
53,0.006205810699611902,0.7902514934539795,,0.6165809035301208,9.999999974752427e-07
54,0.006203130818903446,0.7903007864952087,,0.6435047388076782,9.999999974752427e-07
55,0.0062005845829844475,0.7903324365615845,,0.7060315012931824,9.999999974752427e-07
56,0.006198366638273001,0.790378749370575,0.01643873192369938,0.7437713742256165,9.999999974752427e-07
57,0.006195866968482733,0.7904374003410339,,0.7352344393730164,9.999999974752427e-07
58,0.006193512585014105,0.7904600501060486,,0.7422243356704712,9.999999974752427e-07
59,0.006190959829837084,0.7905415892601013,,0.7449955344200134,9.999999974752427e-07
60,0.006188726518303156,0.7905685901641846,,0.7471336126327515,9.999999974752427e-07
61,0.006186513230204582,0.7905861139297485,,0.7163254618644714,9.999999974752427e-07
62,0.006183991674333811,0.790668249130249,0.013556810095906258,0.7126807570457458,9.999999974752427e-07
63,0.006181772798299789,0.7906985878944397,0.01782398857176304,0.7434775233268738,9.999999974752427e-07
64,0.0061796242371201515,0.7907435894012451,0.015336565673351288,0.7115548253059387,9.999999974752427e-07
65,0.0061770277097821236,0.7907921671867371,,0.7124946713447571,9.999999974752427e-07
66,0.006175085436552763,0.7907617092132568,0.017941810190677643,0.6625282764434814,9.999999974752427e-07
67,0.006172677967697382,0.7908642292022705,,0.754742443561554,9.999999974752427e-07
68,0.006170318461954594,0.7909069061279297,,0.7111629247665405,9.999999974752427e-07
69,0.006168532185256481,0.7909464836120605,,0.6198346614837646,9.999999974752427e-07
70,0.006166608072817326,0.7909513115882874,0.01335076242685318,0.748566210269928,9.999999974752427e-07
71,0.006164142861962318,0.7909995317459106,0.014133582822978497,0.7416283488273621,9.999999974752427e-07
72,0.00616213446483016,0.7909865975379944,0.017936233431100845,0.6546151638031006,9.999999974752427e-07
73,0.0061598834581673145,0.7910659313201904,,0.7316392660140991,9.999999974752427e-07
74,0.00615801801905036,0.7911017537117004,,0.7350092530250549,9.999999974752427e-07
75,0.006155765615403652,0.7911535501480103,,0.7430577874183655,9.999999974752427e-07
76,0.006153647787868977,0.7912082076072693,,0.7508581280708313,9.999999974752427e-07
77,0.0061515034176409245,0.7912439703941345,,0.7485482692718506,9.999999974752427e-07
78,0.0061496286652982235,0.791266918182373,,0.733569860458374,9.999999974752427e-07
79,0.006147336680442095,0.7913137674331665,,0.7248401045799255,9.999999974752427e-07
80,0.006145691033452749,0.7913469076156616,0.018014395609498024,0.6584102511405945,9.999999974752427e-07
81,0.006143750622868538,0.7913661003112793,0.016292376443743706,0.676685631275177,9.999999974752427e-07
82,0.0061414712108671665,0.7914291620254517,,0.5564430952072144,9.999999974752427e-07
83,0.006139617878943682,0.7914708852767944,0.015913505107164383,0.6770815849304199,9.999999974752427e-07
84,0.006137584336102009,0.791485607624054,0.015094666741788387,0.7607280611991882,9.999999974752427e-07
85,0.0061357212252914906,0.7915289998054504,0.016111085191369057,0.6890056729316711,9.999999974752427e-07
86,0.00613362854346633,0.7915807366371155,0.015534433536231518,0.7221719026565552,9.999999974752427e-07
87,0.006131554953753948,0.7916012406349182,0.013619165867567062,0.7299087047576904,9.999999974752427e-07
88,0.006129697896540165,0.791647732257843,,0.7027759552001953,9.999999974752427e-07
89,0.006127777975052595,0.7916606068611145,0.021316897124052048,0.6349161267280579,9.999999974752427e-07
90,0.006125767249614,0.7917045950889587,,0.7152113318443298,9.999999974752427e-07
91,0.006123686209321022,0.7917649149894714,,0.7526049613952637,9.999999974752427e-07
92,0.0061218105256557465,0.791793942451477,,0.6972729563713074,9.999999974752427e-07
93,0.006120090372860432,0.7918336987495422,0.017422089353203773,0.6880723834037781,9.999999974752427e-07
94,0.006117901764810085,0.7918578386306763,0.014576696790754795,0.7015383243560791,9.999999974752427e-07
95,0.006116027943789959,0.791890561580658,,0.7006236910820007,9.999999974752427e-07
96,0.006114095915108919,0.7919127345085144,,0.7287987470626831,9.999999974752427e-07
97,0.006112155970185995,0.7919579148292542,,0.7202021479606628,9.999999974752427e-07
98,0.006110312417149544,0.7919644117355347,0.015985587611794472,0.6770645976066589,9.999999974752427e-07
99,0.006108447909355164,0.7920163869857788,,0.7460043430328369,9.999999974752427e-07
